Customer ID,Total Price,Purchase Date,Product Type
5219,3379.32,2024-09-12,Smartwatch
5221,2223.27,2024-02-06,Tablet
5223,4224.15,2023-10-03,Smartwatch
5224,4747.14,2023-12-13,Smartphone
5225,3164.76,2024-04-20,Smartphone
5225,145.25,2024-05-18,Smartphone
5226,7120.71,2024-05-11,Smartphone
5229,5913.81,2024-07-18,Smartwatch
5230,5538.33,2023-12-16,Smartphone
5230,927.92,2024-02-09,Laptop
5231,2319.8,2024-07-14,Laptop
5231,62.25,2024-07-26,Smartphone
5231,7603.47,2024-08-24,Smartwatch
5233,2373.57,2024-07-30,Smartphone
5234,2470.3,2023-10-23,Tablet
5238,463.96,2024-07-14,Laptop
5239,8448.3,2023-10-10,Smartwatch
5241,4639.6,2024-06-26,Laptop
5245,2470.3,2023-12-22,Tablet
5245,62.25,2024-08-30,Smartphone
5246,1855.84,2024-05-16,Laptop
5247,5913.81,2024-01-02,Smartwatch
5248,3247.72,2024-03-08,Laptop
5251,1729.21,2024-06-12,Tablet
5253,3711.68,2024-01-21,Laptop
5253,5068.98,2024-07-17,Smartwatch
5255,2319.8,2023-12-01,Laptop
5256,4639.6,2024-01-30,Laptop
5262,83.0,2024-02-12,Smartphone
5265,1482.18,2024-06-09,Tablet
5265,5068.98,2024-06-26,Smartwatch
5266,1729.21,2024-05-17,Tablet
5267,1391.88,2024-04-28,Laptop
5269,1391.88,2023-10-04,Laptop
5269,166.0,2024-01-04,Smartphone
5269,1729.21,2024-05-24,Tablet
5270,207.5,2024-04-26,Smartphone
5275,2470.3,2023-12-13,Tablet
5275,5538.33,2024-01-03,Smartphone
5277,62.25,2024-02-07,Smartphone
5279,6329.52,2023-11-24,Smartphone
5279,1976.24,2024-09-15,Tablet
5281,3711.68,2023-10-12,Laptop
5281,6329.52,2024-09-20,Smartphone
5282,2319.8,2024-04-23,Laptop
5283,844.83,2024-09-18,Smartwatch
5284,4747.14,2024-05-31,Smartphone
5286,2373.57,2024-07-04,Smartphone
5287,844.83,2023-11-27,Smartwatch
5289,1976.24,2024-03-26,Tablet
5290,3164.76,2024-08-31,Smartphone
5291,4747.14,2024-07-30,Smartphone
5292,20.75,2024-01-18,Smartphone
5294,988.12,2024-01-08,Tablet
5295,5913.81,2024-06-09,Smartwatch
5297,741.09,2024-07-15,Tablet
5297,3955.95,2024-07-22,Smartphone
5300,741.09,2024-01-21,Tablet
5303,1855.84,2024-08-27,Laptop
5306,4639.6,2024-04-18,Laptop
5307,186.75,2024-03-09,Smartphone
5308,791.19,2024-06-03,Smartphone
5311,83.0,2023-12-15,Smartphone
5311,7120.71,2024-01-07,Smartphone
5312,494.06,2023-10-05,Tablet
5313,2783.76,2024-05-28,Laptop
5317,463.96,2024-02-24,Laptop
5319,7603.47,2023-11-07,Smartwatch
5319,2319.8,2023-12-17,Laptop
5319,8448.3,2024-06-04,Smartwatch
5320,791.19,2024-05-03,Smartphone
5320,2470.3,2024-05-15,Tablet
5321,7120.71,2024-06-16,Smartphone
5323,494.06,2023-10-21,Tablet
5323,20.75,2023-10-27,Smartphone
5323,166.0,2023-12-08,Smartphone
5323,20.75,2024-09-15,Smartphone
5326,1582.38,2024-08-20,Smartphone
5329,6329.52,2024-01-02,Smartphone
5331,41.5,2024-01-05,Smartphone
5331,2783.76,2024-05-19,Laptop
5333,8448.3,2024-06-23,Smartwatch
5334,1689.66,2023-11-10,Smartwatch
5334,5538.33,2024-06-19,Smartphone
5349,4639.6,2024-07-07,Laptop
5350,791.19,2024-08-30,Smartphone
5350,2373.57,2024-09-18,Smartphone
5351,4747.14,2023-11-18,Smartphone
5352,2470.3,2023-10-21,Tablet
5353,463.96,2024-03-06,Laptop
5361,2373.57,2023-11-02,Smartphone
5364,1729.21,2023-09-25,Tablet
5364,145.25,2023-12-04,Smartphone
5365,1729.21,2024-02-11,Tablet
5368,3379.32,2024-06-10,Smartwatch
5369,1689.66,2024-07-08,Smartwatch
5371,1391.88,2024-09-20,Laptop
5372,1482.18,2024-04-01,Tablet
5372,7120.71,2024-05-21,Smartphone
5372,791.19,2024-06-21,Smartphone
5373,5913.81,2024-06-03,Smartwatch
5377,20.75,2024-02-19,Smartphone
5378,3164.76,2023-09-29,Smartphone
5380,741.09,2024-08-20,Tablet
5383,1729.21,2024-04-15,Tablet
5384,463.96,2024-01-19,Laptop
5385,4639.6,2023-10-02,Laptop
5385,988.12,2024-01-27,Tablet
5386,207.5,2023-10-31,Smartphone
5387,7603.47,2024-03-16,Smartwatch
5390,927.92,2023-09-27,Laptop
5390,2534.49,2023-11-03,Smartwatch
5394,6329.52,2024-02-14,Smartphone
5394,4639.6,2024-04-12,Laptop
5394,5538.33,2024-08-23,Smartphone
5395,247.03,2023-12-01,Tablet
5395,2783.76,2024-09-16,Laptop
5396,1482.18,2024-08-07,Tablet
5396,2470.3,2024-08-17,Tablet
5397,844.83,2023-10-11,Smartwatch
5398,4224.15,2024-01-23,Smartwatch
5398,1689.66,2024-05-09,Smartwatch
5400,1689.66,2024-02-09,Smartwatch
5403,186.75,2024-03-03,Smartphone
5404,247.03,2024-05-15,Tablet
5405,4639.6,2023-10-09,Laptop
5406,1976.24,2024-02-26,Tablet
5410,1235.15,2024-03-13,Tablet
5411,20.75,2023-10-15,Smartphone
5411,7120.71,2024-01-28,Smartphone
5411,7120.71,2024-02-15,Smartphone
5413,5068.98,2024-05-01,Smartwatch
5415,186.75,2024-08-22,Smartphone
5416,3379.32,2023-10-05,Smartwatch
5417,207.5,2023-10-05,Smartphone
5418,2783.76,2023-10-11,Laptop
5418,41.5,2023-11-25,Smartphone
5418,791.19,2024-05-16,Smartphone
5419,20.75,2024-05-29,Smartphone
5420,3164.76,2023-11-24,Smartphone
5422,494.06,2024-02-27,Tablet
5423,145.25,2024-01-11,Smartphone
5423,8448.3,2024-04-12,Smartwatch
5424,6758.64,2023-11-29,Smartwatch
5424,2223.27,2024-03-19,Tablet
5424,4747.14,2024-09-04,Smartphone
5425,494.06,2024-06-16,Tablet
5428,6329.52,2023-12-27,Smartphone
5429,6329.52,2024-01-13,Smartphone
5429,3379.32,2024-04-07,Smartwatch
5430,3247.72,2023-11-24,Laptop
5431,4747.14,2023-10-09,Smartphone
5433,2223.27,2024-02-29,Tablet
5434,20.75,2023-09-24,Smartphone
5434,1482.18,2023-11-22,Tablet
5436,7911.9,2024-07-29,Smartphone
5440,7120.71,2023-12-21,Smartphone
5441,1582.38,2024-08-22,Smartphone
5444,2373.57,2024-06-21,Smartphone
5445,3247.72,2023-10-29,Laptop
5446,3711.68,2024-01-11,Laptop
5448,844.83,2024-03-03,Smartwatch
5450,2319.8,2024-05-19,Laptop
5452,103.75,2024-04-14,Smartphone
5453,8448.3,2023-12-19,Smartwatch
5454,988.12,2024-03-14,Tablet
5454,463.96,2024-04-23,Laptop
5457,5068.98,2023-10-07,Smartwatch
5457,20.75,2024-03-27,Smartphone
5458,5068.98,2024-09-02,Smartwatch
5459,2534.49,2023-11-24,Smartwatch
5459,1689.66,2024-04-16,Smartwatch
5460,1855.84,2023-10-06,Laptop
5463,7911.9,2024-06-04,Smartphone
5465,5913.81,2023-12-20,Smartwatch
5468,83.0,2024-05-02,Smartphone
5469,207.5,2024-06-14,Smartphone
5469,1391.88,2024-07-28,Laptop
5470,2373.57,2024-05-02,Smartphone
5473,3164.76,2024-01-21,Smartphone
5474,2223.27,2023-11-27,Tablet
5475,844.83,2023-12-13,Smartwatch
5476,103.75,2024-01-22,Smartphone
5476,4224.15,2024-01-26,Smartwatch
5476,1482.18,2024-07-27,Tablet
5477,4224.15,2024-01-18,Smartwatch
5477,4224.15,2024-06-22,Smartwatch
5478,2373.57,2024-03-04,Smartphone
5478,2470.3,2024-09-03,Tablet
5479,3955.95,2024-05-11,Smartphone
5479,6329.52,2024-09-19,Smartphone
5480,103.75,2024-02-29,Smartphone
5482,145.25,2024-07-15,Smartphone
5485,4639.6,2024-05-08,Laptop
5488,791.19,2024-06-06,Smartphone
5490,8448.3,2023-10-09,Smartwatch
5490,988.12,2024-03-24,Tablet
5493,4747.14,2024-02-10,Smartphone
5494,927.92,2023-12-18,Laptop
5495,8448.3,2023-10-25,Smartwatch
5495,83.0,2024-07-13,Smartphone
5500,6329.52,2024-05-29,Smartphone
5502,1855.84,2024-04-28,Laptop
5503,1729.21,2024-07-03,Tablet
5505,166.0,2024-03-29,Smartphone
5507,20.75,2024-03-18,Smartphone
5508,4175.64,2024-01-13,Laptop
5510,5068.98,2024-02-15,Smartwatch
5510,463.96,2024-06-15,Laptop
5512,1689.66,2024-01-11,Smartwatch
5512,844.83,2024-08-20,Smartwatch
5513,6329.52,2024-08-05,Smartphone
5515,124.5,2024-03-19,Smartphone
5516,7603.47,2023-09-27,Smartwatch
5516,2534.49,2024-04-06,Smartwatch
5516,2783.76,2024-05-02,Laptop
5516,463.96,2024-09-06,Laptop
5520,1689.66,2023-10-27,Smartwatch
5520,5913.81,2024-02-12,Smartwatch
5521,988.12,2024-01-21,Tablet
5527,1689.66,2024-07-25,Smartwatch
5527,6758.64,2024-08-15,Smartwatch
5527,791.19,2024-09-04,Smartphone
5529,103.75,2024-06-15,Smartphone
5531,83.0,2024-01-11,Smartphone
5536,5538.33,2023-10-18,Smartphone
5537,41.5,2024-03-21,Smartphone
5538,7120.71,2023-11-27,Smartphone
5539,791.19,2023-12-09,Smartphone
5539,1976.24,2024-09-02,Tablet
5540,207.5,2023-12-25,Smartphone
5540,2373.57,2024-09-03,Smartphone
5541,741.09,2024-06-28,Tablet
5543,4175.64,2024-01-27,Laptop
5543,2470.3,2024-01-28,Tablet
5543,844.83,2024-06-09,Smartwatch
5543,1391.88,2024-08-27,Laptop
5544,2534.49,2024-02-17,Smartwatch
5545,844.83,2023-10-20,Smartwatch
5545,4175.64,2024-08-07,Laptop
5546,3711.68,2024-05-22,Laptop
5547,145.25,2024-01-12,Smartphone
5551,463.96,2024-01-06,Laptop
5553,4224.15,2023-12-14,Smartwatch
5554,145.25,2024-06-14,Smartphone
5555,124.5,2024-09-19,Smartphone
5556,6758.64,2024-02-11,Smartwatch
5557,41.5,2023-11-28,Smartphone
5558,1729.21,2024-06-30,Tablet
5559,41.5,2023-09-26,Smartphone
5559,83.0,2024-05-16,Smartphone
5561,3164.76,2024-03-29,Smartphone
5562,7911.9,2024-03-17,Smartphone
5563,5538.33,2024-08-13,Smartphone
5566,41.5,2024-02-13,Smartphone
5566,5068.98,2024-09-20,Smartwatch
5567,3711.68,2024-04-25,Laptop
5568,2783.76,2023-11-05,Laptop
5569,6758.64,2024-08-23,Smartwatch
5570,1235.15,2024-03-24,Tablet
5571,2783.76,2023-11-30,Laptop
5572,186.75,2023-11-30,Smartphone
5574,41.5,2024-06-28,Smartphone
5575,3164.76,2023-10-28,Smartphone
5575,2373.57,2023-11-09,Smartphone
5575,7911.9,2024-03-18,Smartphone
5576,207.5,2024-07-25,Smartphone
5578,5538.33,2023-12-02,Smartphone
5578,20.75,2024-07-09,Smartphone
5579,83.0,2024-06-04,Smartphone
5579,1976.24,2024-09-14,Tablet
5580,1582.38,2024-05-04,Smartphone
5580,207.5,2024-06-04,Smartphone
5582,1235.15,2023-11-30,Tablet
5584,1689.66,2024-04-24,Smartwatch
5584,62.25,2024-07-20,Smartphone
5587,20.75,2024-04-20,Smartphone
5589,2783.76,2024-03-30,Laptop
5593,4175.64,2023-10-17,Laptop
5594,83.0,2024-05-23,Smartphone
5594,791.19,2024-09-14,Smartphone
5597,1729.21,2024-01-27,Tablet
5597,2534.49,2024-06-08,Smartwatch
5599,3379.32,2023-10-28,Smartwatch
5602,145.25,2024-06-20,Smartphone
5603,1582.38,2024-07-21,Smartphone
5603,8448.3,2024-08-31,Smartwatch
5603,927.92,2024-09-19,Laptop
5606,2319.8,2023-10-17,Laptop
5606,166.0,2024-03-17,Smartphone
5607,83.0,2024-04-28,Smartphone
5607,3164.76,2024-05-10,Smartphone
5610,791.19,2024-08-26,Smartphone
5611,3247.72,2023-10-28,Laptop
5611,1729.21,2024-02-06,Tablet
5612,988.12,2024-01-30,Tablet
5614,3164.76,2023-10-17,Smartphone
5614,2783.76,2024-03-28,Laptop
5623,7603.47,2024-08-11,Smartwatch
5624,5538.33,2024-07-19,Smartphone
5626,1582.38,2023-10-09,Smartphone
5626,3164.76,2024-05-01,Smartphone
5628,4224.15,2023-10-17,Smartwatch
5629,2783.76,2024-05-04,Laptop
5630,1482.18,2023-10-06,Tablet
5630,988.12,2023-12-19,Tablet
5630,3247.72,2024-06-05,Laptop
5635,3164.76,2024-08-12,Smartphone
5636,3247.72,2023-11-09,Laptop
5636,463.96,2024-07-06,Laptop
5637,1482.18,2023-10-05,Tablet
5637,741.09,2024-03-14,Tablet
5637,3955.95,2024-05-29,Smartphone
5640,463.96,2024-03-25,Laptop
5641,2470.3,2024-06-29,Tablet
5641,7120.71,2024-08-04,Smartphone
5642,186.75,2024-02-09,Smartphone
5642,166.0,2024-05-02,Smartphone
5643,186.75,2024-04-18,Smartphone
5643,1855.84,2024-06-23,Laptop
5646,4639.6,2024-05-14,Laptop
5647,8448.3,2023-12-01,Smartwatch
5648,6758.64,2024-07-14,Smartwatch
5649,1855.84,2024-08-22,Laptop
5652,463.96,2024-08-25,Laptop
5655,103.75,2023-11-29,Smartphone
5656,3955.95,2024-06-29,Smartphone
5658,988.12,2024-02-09,Tablet
5659,2470.3,2023-10-05,Tablet
5660,5913.81,2024-05-13,Smartwatch
5662,3955.95,2024-03-31,Smartphone
5662,4175.64,2024-07-17,Laptop
5665,3247.72,2024-09-08,Laptop
5670,463.96,2024-04-15,Laptop
5670,1235.15,2024-06-15,Tablet
5673,7120.71,2024-08-11,Smartphone
5674,7603.47,2024-09-19,Smartwatch
5676,247.03,2024-03-27,Tablet
5677,1482.18,2024-05-22,Tablet
5678,8448.3,2024-01-20,Smartwatch
5678,83.0,2024-08-21,Smartphone
5681,988.12,2024-06-16,Tablet
5682,988.12,2023-12-06,Tablet
5683,988.12,2024-03-15,Tablet
5683,41.5,2024-07-04,Smartphone
5685,3711.68,2024-09-18,Laptop
5686,844.83,2023-11-30,Smartwatch
5686,1482.18,2023-12-05,Tablet
5687,1582.38,2024-02-29,Smartphone
5687,62.25,2024-06-11,Smartphone
5689,988.12,2023-12-05,Tablet
5689,2319.8,2024-04-17,Laptop
5691,5068.98,2024-07-17,Smartwatch
5692,927.92,2023-12-02,Laptop
5694,247.03,2024-02-26,Tablet
5695,166.0,2024-08-03,Smartphone
5696,3955.95,2024-06-26,Smartphone
5697,988.12,2024-01-23,Tablet
5698,494.06,2023-10-03,Tablet
5698,83.0,2024-04-19,Smartphone
5698,83.0,2024-05-27,Smartphone
5700,207.5,2023-12-22,Smartphone
5700,4747.14,2024-06-27,Smartphone
5702,1976.24,2024-09-03,Tablet
5704,186.75,2023-12-29,Smartphone
5706,3247.72,2024-05-09,Laptop
5707,3955.95,2024-03-12,Smartphone
5708,2534.49,2023-10-08,Smartwatch
5709,7120.71,2024-09-11,Smartphone
5710,103.75,2024-09-08,Smartphone
5713,463.96,2024-04-16,Laptop
5716,103.75,2024-02-02,Smartphone
5722,1855.84,2023-11-22,Laptop
5724,6758.64,2024-08-28,Smartwatch
5725,3164.76,2024-04-11,Smartphone
5727,20.75,2024-05-06,Smartphone
5730,1235.15,2024-09-06,Tablet
5732,103.75,2024-02-07,Smartphone
5733,1855.84,2024-05-10,Laptop
5735,3247.72,2024-08-29,Laptop
5736,3711.68,2024-01-06,Laptop
5737,186.75,2024-01-28,Smartphone
5738,1391.88,2023-11-06,Laptop
5740,4747.14,2024-07-30,Smartphone
5741,6329.52,2024-05-03,Smartphone
5742,3379.32,2024-08-27,Smartwatch
5745,1391.88,2023-12-14,Laptop
5746,3164.76,2024-08-22,Smartphone
5753,8448.3,2024-04-19,Smartwatch
5754,4747.14,2024-06-30,Smartphone
5755,3711.68,2024-08-06,Laptop
5757,1729.21,2024-06-21,Tablet
5757,3164.76,2024-07-12,Smartphone
5758,83.0,2023-11-09,Smartphone
5758,988.12,2024-01-15,Tablet
5761,2319.8,2024-01-23,Laptop
5761,4639.6,2024-02-27,Laptop
5762,2534.49,2024-07-15,Smartwatch
5763,2373.57,2024-03-04,Smartphone
5768,1689.66,2024-02-14,Smartwatch
5771,988.12,2024-03-05,Tablet
5771,1482.18,2024-08-07,Tablet
5772,2373.57,2024-04-01,Smartphone
5773,124.5,2024-06-12,Smartphone
5776,463.96,2023-10-28,Laptop
5779,2470.3,2024-05-28,Tablet
5787,463.96,2023-12-23,Laptop
5787,62.25,2024-04-02,Smartphone
5787,166.0,2024-06-18,Smartphone
5788,8448.3,2023-11-30,Smartwatch
5789,3955.95,2024-09-20,Smartphone
5792,1391.88,2024-02-21,Laptop
5792,7911.9,2024-02-22,Smartphone
5794,4747.14,2024-02-12,Smartphone
5798,1235.15,2023-12-26,Tablet
5799,1482.18,2024-09-13,Tablet
5800,4747.14,2024-02-25,Smartphone
5802,186.75,2024-01-04,Smartphone
5802,3164.76,2024-04-20,Smartphone
5809,463.96,2024-05-25,Laptop
5813,4175.64,2024-01-30,Laptop
5816,1976.24,2023-11-17,Tablet
5818,463.96,2024-06-03,Laptop
5827,207.5,2024-06-16,Smartphone
5828,5538.33,2024-09-21,Smartphone
5832,103.75,2024-06-08,Smartphone
5834,463.96,2024-02-14,Laptop
5835,4224.15,2024-01-19,Smartwatch
5836,4224.15,2023-11-17,Smartwatch
5836,5538.33,2024-08-08,Smartphone
5838,1235.15,2024-08-05,Tablet
5840,844.83,2024-06-09,Smartwatch
5843,7120.71,2023-11-25,Smartphone
5843,83.0,2024-05-15,Smartphone
5843,2534.49,2024-08-28,Smartwatch
5844,463.96,2023-11-22,Laptop
5844,1729.21,2024-05-25,Tablet
5844,4747.14,2024-08-13,Smartphone
5844,247.03,2024-09-20,Tablet
5846,463.96,2023-10-01,Laptop
5846,1582.38,2024-03-06,Smartphone
5846,2223.27,2024-08-27,Tablet
5847,741.09,2024-08-12,Tablet
5849,2223.27,2024-09-19,Tablet
5850,5913.81,2024-01-27,Smartwatch
5850,1582.38,2024-06-10,Smartphone
5851,494.06,2024-06-01,Tablet
5853,988.12,2023-11-18,Tablet
5853,2783.76,2024-04-29,Laptop
5854,62.25,2024-07-28,Smartphone
5857,1482.18,2024-05-18,Tablet
5858,1729.21,2023-12-12,Tablet
5860,62.25,2023-10-18,Smartphone
5860,5068.98,2024-05-09,Smartwatch
5862,1729.21,2024-01-03,Tablet
5862,166.0,2024-05-11,Smartphone
5863,791.19,2023-10-13,Smartphone
5864,6329.52,2024-07-09,Smartphone
5864,3379.32,2024-09-05,Smartwatch
5865,4175.64,2024-05-18,Laptop
5867,2373.57,2024-07-14,Smartphone
5868,2373.57,2024-04-19,Smartphone
5869,41.5,2024-08-10,Smartphone
5870,62.25,2024-01-06,Smartphone
5872,1729.21,2023-10-05,Tablet
5874,7120.71,2023-11-21,Smartphone
5874,1582.38,2024-01-03,Smartphone
5875,3711.68,2024-04-19,Laptop
5876,62.25,2023-11-27,Smartphone
5876,2373.57,2024-07-11,Smartphone
5876,3955.95,2024-09-03,Smartphone
5878,988.12,2023-11-13,Tablet
5880,6758.64,2023-12-22,Smartwatch
5883,2319.8,2024-06-10,Laptop
5884,207.5,2023-12-06,Smartphone
5886,1235.15,2023-10-14,Tablet
5886,1482.18,2024-07-28,Tablet
5887,2319.8,2023-11-27,Laptop
5892,2373.57,2024-03-24,Smartphone
5893,8448.3,2024-01-04,Smartwatch
5894,186.75,2024-03-01,Smartphone
5894,3164.76,2024-07-26,Smartphone
5896,7603.47,2024-05-15,Smartwatch
5897,8448.3,2024-03-29,Smartwatch
5900,20.75,2023-10-29,Smartphone
5901,62.25,2023-10-09,Smartphone
5902,927.92,2024-03-15,Laptop
5902,463.96,2024-07-14,Laptop
5903,1855.84,2023-12-03,Laptop
5903,5538.33,2024-03-12,Smartphone
5903,7120.71,2024-05-17,Smartphone
5903,988.12,2024-07-04,Tablet
5904,7603.47,2024-06-11,Smartwatch
5905,463.96,2023-09-25,Laptop
5906,4224.15,2023-10-14,Smartwatch
5906,41.5,2024-04-13,Smartphone
5907,494.06,2024-01-07,Tablet
5908,6758.64,2024-07-08,Smartwatch
5908,2319.8,2024-07-10,Laptop
5911,1391.88,2024-09-17,Laptop
5913,6758.64,2023-10-20,Smartwatch
5918,1729.21,2024-02-14,Tablet
5919,83.0,2024-03-18,Smartphone
5921,1482.18,2023-10-27,Tablet
5921,1689.66,2023-12-22,Smartwatch
5921,4639.6,2024-03-04,Laptop
5922,103.75,2023-10-10,Smartphone
5923,3247.72,2023-12-23,Laptop
5925,494.06,2023-10-14,Tablet
5927,2223.27,2023-12-08,Tablet
5929,494.06,2023-10-10,Tablet
5929,2783.76,2024-06-16,Laptop
5930,5538.33,2024-01-14,Smartphone
5932,4747.14,2024-04-19,Smartphone
5934,62.25,2023-10-25,Smartphone
5936,5913.81,2024-09-02,Smartwatch
5938,83.0,2023-11-27,Smartphone
5940,6329.52,2024-01-17,Smartphone
5945,83.0,2024-09-09,Smartphone
5947,207.5,2024-06-12,Smartphone
5948,1729.21,2023-10-09,Tablet
5948,3955.95,2024-04-08,Smartphone
5948,5913.81,2024-04-24,Smartwatch
5950,1729.21,2024-04-26,Tablet
5956,83.0,2023-10-12,Smartphone
5956,1582.38,2024-02-21,Smartphone
5957,791.19,2024-08-11,Smartphone
5957,5068.98,2024-09-06,Smartwatch
5958,2783.76,2024-01-12,Laptop
5960,186.75,2024-05-24,Smartphone
5961,166.0,2024-08-09,Smartphone
5965,5538.33,2023-11-13,Smartphone
5969,4175.64,2024-05-01,Laptop
5973,6329.52,2023-11-13,Smartphone
5975,3164.76,2024-07-22,Smartphone
5976,494.06,2023-09-26,Tablet
5976,3711.68,2023-12-12,Laptop
5977,7120.71,2023-10-24,Smartphone
5979,5913.81,2024-05-16,Smartwatch
5980,4175.64,2023-11-22,Laptop
5980,145.25,2023-11-26,Smartphone
5981,7911.9,2024-07-01,Smartphone
5981,494.06,2024-09-21,Tablet
5983,6329.52,2023-10-07,Smartphone
5983,8448.3,2024-04-18,Smartwatch
5991,41.5,2024-05-26,Smartphone
5991,1391.88,2024-07-10,Laptop
5992,186.75,2024-07-15,Smartphone
5995,20.75,2024-05-08,Smartphone
5995,3164.76,2024-09-03,Smartphone
5996,1235.15,2023-11-10,Tablet
5997,1729.21,2023-11-26,Tablet
5997,1235.15,2024-09-06,Tablet
5999,186.75,2024-09-12,Smartphone
6000,41.5,2024-04-13,Smartphone
6002,844.83,2024-08-22,Smartwatch
6006,1855.84,2024-08-13,Laptop
6007,20.75,2024-05-24,Smartphone
6008,20.75,2024-02-14,Smartphone
6012,83.0,2023-10-16,Smartphone
6013,166.0,2023-11-25,Smartphone
6013,7911.9,2024-01-09,Smartphone
6013,494.06,2024-02-14,Tablet
6015,5068.98,2024-09-02,Smartwatch
6018,791.19,2024-06-05,Smartphone
6019,1729.21,2024-02-20,Tablet
6020,5913.81,2024-03-17,Smartwatch
6020,1729.21,2024-04-24,Tablet
6026,3379.32,2023-10-10,Smartwatch
6027,83.0,2023-10-15,Smartphone
6028,2223.27,2023-09-26,Tablet
6028,844.83,2024-09-09,Smartwatch
6029,1482.18,2024-09-04,Tablet
6031,247.03,2023-10-30,Tablet
6032,4175.64,2024-02-07,Laptop
6035,207.5,2024-03-27,Smartphone
6036,7911.9,2023-10-16,Smartphone
6036,7120.71,2024-05-29,Smartphone
6036,741.09,2024-08-01,Tablet
6040,4224.15,2023-11-17,Smartwatch
6041,494.06,2024-04-11,Tablet
6041,6758.64,2024-07-25,Smartwatch
6042,791.19,2024-02-07,Smartphone
6042,62.25,2024-02-29,Smartphone
6043,4639.6,2024-01-10,Laptop
6044,3247.72,2023-12-20,Laptop
6046,207.5,2023-10-23,Smartphone
6047,1729.21,2024-05-27,Tablet
6048,791.19,2024-03-22,Smartphone
6055,7603.47,2023-11-05,Smartwatch
6059,988.12,2024-04-29,Tablet
6062,5068.98,2024-01-02,Smartwatch
6064,1729.21,2024-03-17,Tablet
6064,3164.76,2024-03-21,Smartphone
6064,2783.76,2024-04-26,Laptop
6064,103.75,2024-09-01,Smartphone
6066,3955.95,2023-11-17,Smartphone
6067,7120.71,2024-05-13,Smartphone
6068,1482.18,2024-03-08,Tablet
6069,145.25,2023-11-13,Smartphone
6070,791.19,2024-04-11,Smartphone
6071,2223.27,2024-09-22,Tablet
6073,791.19,2024-03-26,Smartphone
6074,5913.81,2023-11-29,Smartwatch
6074,1689.66,2024-05-15,Smartwatch
6074,741.09,2024-08-20,Tablet
6077,62.25,2024-01-06,Smartphone
6077,207.5,2024-09-18,Smartphone
6078,1855.84,2024-04-01,Laptop
6079,124.5,2024-01-18,Smartphone
6079,5538.33,2024-03-30,Smartphone
6080,5913.81,2024-04-13,Smartwatch
6082,494.06,2024-08-07,Tablet
6083,1976.24,2024-01-03,Tablet
6083,8448.3,2024-06-19,Smartwatch
6085,791.19,2024-05-28,Smartphone
6087,1729.21,2024-01-09,Tablet
6088,4639.6,2024-02-24,Laptop
6089,3955.95,2024-02-16,Smartphone
6090,5538.33,2024-01-20,Smartphone
6094,5913.81,2023-10-11,Smartwatch
6094,207.5,2024-03-03,Smartphone
6094,247.03,2024-04-08,Tablet
6094,4175.64,2024-08-14,Laptop
6097,1235.15,2024-01-13,Tablet
6097,927.92,2024-02-14,Laptop
6098,124.5,2023-10-16,Smartphone
6102,3164.76,2024-02-12,Smartphone
6103,6329.52,2024-02-13,Smartphone
6106,41.5,2024-04-20,Smartphone
6106,7120.71,2024-07-25,Smartphone
6107,3955.95,2024-01-22,Smartphone
6110,3955.95,2024-03-16,Smartphone
6112,20.75,2023-12-01,Smartphone
6115,8448.3,2024-02-11,Smartwatch
6115,1391.88,2024-06-11,Laptop
6116,3164.76,2023-10-05,Smartphone
6116,6758.64,2023-10-06,Smartwatch
6118,2534.49,2024-01-14,Smartwatch
6118,20.75,2024-06-25,Smartphone
6119,7120.71,2023-11-05,Smartphone
6120,207.5,2024-06-12,Smartphone
6120,8448.3,2024-06-19,Smartwatch
6121,247.03,2023-12-25,Tablet
6121,5538.33,2024-05-16,Smartphone
6122,2783.76,2024-03-27,Laptop
6122,791.19,2024-04-30,Smartphone
6129,2783.76,2024-04-23,Laptop
6132,6758.64,2024-01-03,Smartwatch
6135,1855.84,2024-02-09,Laptop
6138,3164.76,2024-04-26,Smartphone
6139,207.5,2024-05-29,Smartphone
6139,3247.72,2024-09-01,Laptop
6139,7120.71,2024-09-22,Smartphone
6140,7911.9,2023-10-24,Smartphone
6140,41.5,2024-09-03,Smartphone
6144,988.12,2023-10-18,Tablet
6145,494.06,2024-02-21,Tablet
6145,2319.8,2024-04-28,Laptop
6145,5913.81,2024-08-03,Smartwatch
6146,494.06,2024-01-14,Tablet
6146,463.96,2024-02-25,Laptop
6148,7603.47,2024-03-07,Smartwatch
6148,2470.3,2024-04-03,Tablet
6148,3955.95,2024-05-26,Smartphone
6151,62.25,2023-10-24,Smartphone
6152,124.5,2023-12-12,Smartphone
6152,6758.64,2024-07-06,Smartwatch
6153,2534.49,2023-11-28,Smartwatch
6154,2783.76,2023-09-26,Laptop
6154,186.75,2023-11-13,Smartphone
6156,1855.84,2023-10-17,Laptop
6156,2319.8,2024-06-05,Laptop
6157,5913.81,2023-12-12,Smartwatch
6162,3247.72,2023-10-25,Laptop
6164,4224.15,2024-01-02,Smartwatch
6164,1482.18,2024-04-02,Tablet
6166,20.75,2023-11-20,Smartphone
6167,145.25,2023-12-10,Smartphone
6168,103.75,2023-12-18,Smartphone
6168,2223.27,2024-07-14,Tablet
6168,741.09,2024-09-20,Tablet
6172,463.96,2023-12-13,Laptop
6172,1582.38,2024-04-05,Smartphone
